x,y
-2.5,1.2481886113320677
-2.4,1.3561045666850446
-2.3,1.50085956485702
-2.1999999999999997,1.699214510709061
-2.0999999999999996,1.9813743364244298
-1.9999999999999996,2.403629292462596
-1.8999999999999995,3.09400124232504
-1.7999999999999994,4.402678014915759
-1.6999999999999993,7.7652048382788905
-1.5999999999999992,34.422556351085525
-1.4999999999999991,14.14285643537153
-1.399999999999999,5.87229658997358
-1.299999999999999,3.7368862580741298
-1.1999999999999988,2.7594287160894058
-1.0999999999999988,2.2045430187712602
-0.9999999999999988,1.8508011490396854
-0.8999999999999988,1.6090319566349829
-0.7999999999999988,1.4354116942804973
-0.6999999999999988,1.307482628591799
-0.5999999999999989,1.2116338651811538
-0.4999999999999989,1.1394950230730176
-0.3999999999999989,1.0856620696278494
-0.29999999999999893,1.046744753068418
-0.19999999999999893,1.0203382827086596
-0.09999999999999892,1.005020909957074
1.0824674490095276E-15,1.0
0.10000000000000109,1.0050209099570742
0.2000000000000011,1.0203382827086602
0.3000000000000011,1.0467447530684186
0.40000000000000113,1.0856620696278505
0.5000000000000011,1.139495023073019
0.6000000000000011,1.2116338651811556
0.7000000000000011,1.3074826285918015
0.800000000000001,1.4354116942805004
0.900000000000001,1.6090319566349875
1.000000000000001,1.8508011490396925
1.1000000000000012,2.2045430187712705
1.2000000000000013,2.7594287160894235
1.3000000000000014,3.736886258074165
1.4000000000000015,5.872296589973692
1.5000000000000016,14.142856435371844
1.6000000000000016,34.422556351081
1.7000000000000017,7.765204838278734
1.8000000000000018,4.402678014915716
1.900000000000002,3.094001242325023
2.0000000000000018,2.4036292924625826
2.100000000000002,1.9813743364244216
2.200000000000002,1.699214510709056
2.300000000000002,1.5008595648570175
2.400000000000002,1.3561045666850424
