x,y
-2.5,-1.6709864161104322
-2.4,-1.4804956183102458
-2.3,-1.3410266821261825
-2.1999999999999997,-1.2368706719330396
-2.0999999999999996,-1.158353008065101
-1.9999999999999996,-1.0996896819239717
-1.8999999999999995,-1.0567153867262076
-1.7999999999999994,-1.0268380532324086
-1.6999999999999993,-1.008396677732469
-1.5999999999999992,-1.00042223940593
-1.4999999999999991,-1.0025091574851432
-1.399999999999999,-1.014822707947141
-1.299999999999999,-1.037851043620146
-1.1999999999999988,-1.0729325338060816
-1.0999999999999988,-1.1220814104229313
-0.9999999999999988,-1.1883989625088431
-0.8999999999999988,-1.2764532979245202
-0.7999999999999988,-1.3939276793148583
-0.6999999999999988,-1.5522312224325372
-0.5999999999999989,-1.771014862356728
-0.4999999999999989,-2.085822922324828
-0.3999999999999989,-2.5684931506849384
-0.29999999999999893,-3.384094754653142
-0.19999999999999893,-5.033557046979893
-0.09999999999999892,-10.016694490818137
1.0824674490095276E-15,Infinity
0.10000000000000109,10.016694490817923
0.2000000000000011,5.033557046979839
0.3000000000000011,3.3840947546531184
0.40000000000000113,2.5684931506849247
0.5000000000000011,2.0858229223248195
0.6000000000000011,1.771014862356722
0.7000000000000011,1.5522312224325332
0.800000000000001,1.3939276793148554
0.900000000000001,1.2764532979245178
1.000000000000001,1.1883989625088414
1.1000000000000012,1.12208141042293
1.2000000000000013,1.0729325338060804
1.3000000000000014,1.0378510436201454
1.4000000000000015,1.0148227079471404
1.5000000000000016,1.0025091574851432
1.6000000000000016,1.0004222394059301
1.7000000000000017,1.0083966777324695
1.8000000000000018,1.0268380532324093
1.900000000000002,1.056715386726208
2.0000000000000018,1.0996896819239728
2.100000000000002,1.1583530080651028
2.200000000000002,1.2368706719330416
2.300000000000002,1.3410266821261843
2.400000000000002,1.4804956183102487
