x,y
-2.5,-0.598448910391329
-2.4,-0.6754494830193037
-2.3,-0.7456973178300311
-2.1999999999999997,-0.8084919649983721
-2.0999999999999996,-0.8632946891296877
-1.9999999999999996,-0.9093474426807764
-1.8999999999999995,-0.9463286070794176
-1.7999999999999994,-0.9738634021714286
-1.6999999999999993,-0.9916732393929041
-1.5999999999999992,-0.9995779388049383
-1.4999999999999991,-0.9974971226283482
-1.399999999999999,-0.9853937955555553
-1.299999999999999,-0.9635294064087297
-1.1999999999999988,-0.932025051428571
-1.0999999999999988,-0.8912009331150788
-0.9999999999999988,-0.8414682539682533
-0.8999999999999988,-0.7834207499999992
-0.7999999999999988,-0.7173973333333326
-0.6999999999999988,-0.6442339166666659
-0.5999999999999989,-0.564647999999999
-0.4999999999999989,-0.47942708333333234
-0.3999999999999989,-0.3893333333333323
-0.29999999999999893,-0.295499999999999
-0.19999999999999893,-0.1986666666666656
-0.09999999999999892,-0.09983333333333226
1.0824674490095276E-15,0.0
0.10000000000000109,0.09983333333333441
0.2000000000000011,0.19866666666666774
0.3000000000000011,0.29550000000000104
0.40000000000000113,0.38933333333333436
0.5000000000000011,0.4794270833333343
0.6000000000000011,0.5646480000000009
0.7000000000000011,0.6442339166666675
0.800000000000001,0.717397333333334
0.900000000000001,0.7834207500000007
1.000000000000001,0.8414682539682546
1.1000000000000012,0.8912009331150799
1.2000000000000013,0.9320250514285718
1.3000000000000014,0.9635294064087304
1.4000000000000015,0.9853937955555558
1.5000000000000016,0.9974971226283483
1.6000000000000016,0.9995779388049382
1.7000000000000017,0.9916732393929037
1.8000000000000018,0.9738634021714281
1.900000000000002,0.946328607079417
2.0000000000000018,0.9093474426807754
2.100000000000002,0.8632946891296864
2.200000000000002,0.8084919649983707
2.300000000000002,0.7456973178300301
2.400000000000002,0.6754494830193024
