x,y
-2.5,-0.746977114414542
-2.4,-0.9159801284875303
-2.3,-1.1191869519534274
-2.1999999999999997,-1.373801278716916
-2.0999999999999996,-1.7105099418130694
-1.9999999999999996,-2.1857341502534653
-1.8999999999999995,-2.9279418859514426
-1.7999999999999994,-4.287606990271213
-1.6999999999999993,-7.700545836525479
-1.5999999999999992,-34.40802792581491
-1.4999999999999991,-14.107458600028918
-1.399999999999999,-5.78652462542201
-1.299999999999999,-3.600599798059106
-1.1999999999999988,-2.571856691026704
-1.0999999999999988,-1.9646907954212796
-0.9999999999999988,-1.5573904113248611
-0.8999999999999988,-1.2605490222409446
-0.7999999999999988,-1.0297605217123096
-0.6999999999999988,-0.8423246547913222
-0.5999999999999989,-0.6841466387068069
-0.4999999999999989,-0.5463047753847451
-0.3999999999999989,-0.4226844324417749
-0.29999999999999893,-0.30931307453171647
-0.19999999999999893,-0.2027072054981193
-0.09999999999999892,-0.10033458751071347
1.0824674490095276E-15,0.0
0.10000000000000109,0.10033458751071565
0.2000000000000011,0.20270720549812157
0.3000000000000011,0.3093130745317188
0.40000000000000113,0.4226844324417776
0.5000000000000011,0.5463047753847479
0.6000000000000011,0.6841466387068103
0.7000000000000011,0.842324654791326
0.800000000000001,1.0297605217123138
0.900000000000001,1.2605490222409506
1.000000000000001,1.5573904113248696
1.1000000000000012,1.9646907954212913
1.2000000000000013,2.571856691026723
1.3000000000000014,3.6005997980591418
1.4000000000000015,5.786524625422124
1.5000000000000016,14.107458600029233
1.6000000000000016,34.40802792581038
1.7000000000000017,7.700545836525322
1.8000000000000018,4.287606990271168
1.900000000000002,2.9279418859514252
2.0000000000000018,2.185734150253451
2.100000000000002,1.7105099418130598
2.200000000000002,1.3738012787169096
2.300000000000002,1.119186951953424
2.400000000000002,0.915980128487527
